open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1.67318E+12,13.515,13.564,13.495,13.496,955446,1.67318E+12,12930407.8,18576,493840,6684308.706,0
1.67318E+12,13.497,13.515,13.423,13.465,1315393,1.67318E+12,17723227.8,21440,567810,7650207.114,0
1.67318E+12,13.465,13.579,13.439,13.559,958816,1.67319E+12,12962736.78,18273,528506,7146214.628,0
1.67319E+12,13.559,13.9,13.55,13.812,4883658,1.67319E+12,66992701.6,86704,2691338,36930090.58,0
1.67319E+12,13.812,13.934,13.683,13.86,4304251,1.67319E+12,59436769.5,70481,2205531,30461192.8,0
1.67319E+12,13.859,13.89,13.627,13.673,4407269,1.6732E+12,60497892.87,61151,2151665,29536160.7,0
1.6732E+12,13.674,13.729,13.448,13.546,2538495,1.6732E+12,34528356.62,39748,1104984,15037906.49,0
1.6732E+12,13.544,13.563,13.445,13.527,1300553,1.6732E+12,17573943.9,24196,637628,8616997.276,0
1.6732E+12,13.527,13.55,13.482,13.529,994935,1.67321E+12,13450707.81,15717,530796,7176749.049,0
1.67321E+12,13.528,13.81,13.509,13.744,3614972,1.67321E+12,49435184.27,62126,2011917,27520455.95,0
1.67321E+12,13.744,13.846,13.674,13.725,2517560,1.67322E+12,34622522.07,38821,1265136,17397588.05,0
1.67322E+12,13.725,13.81,13.673,13.704,959634,1.67322E+12,13179482.49,21193,458645,6300399.398,0
1.67322E+12,13.703,15.489,13.703,14.465,8618122,1.67322E+12,122951467.2,151023,5342106,76427471.29,0
1.67322E+12,14.464,15.024,14.256,14.957,10623344,1.67323E+12,156188872.8,228328,5599191,82359059.98,0
1.67323E+12,14.957,16.146,14.712,15.456,9167762,1.67323E+12,140321802.6,196730,4871030,74649941.62,0
1.67323E+12,15.458,16.78,15.423,15.983,16495244,1.67323E+12,265978489.3,321778,8505208,137168663.9,0
1.67323E+12,15.983,16.212,15.908,16.048,4645182,1.67324E+12,74655902.58,92792,2273503,36537723.71,0
1.67324E+12,16.049,16.387,16.044,16.233,4348277,1.67324E+12,70529733.31,87629,2190135,35524611.69,0
1.67324E+12,16.234,16.544,16.068,16.091,4817168,1.67324E+12,78575805.45,95118,2359338,38503219.08,0
1.67324E+12,16.092,16.234,15.924,15.993,3450264,1.67325E+12,55587059.75,69930,1618190,26075769.25,0
1.67325E+12,15.995,16.54,15.993,16.348,5434823,1.67325E+12,88614890.1,95806,2716625,44291034.65,0
1.67325E+12,16.348,16.71,16.092,16.101,4486983,1.67325E+12,73146125.82,89011,2225976,36315812.03,0
1.67325E+12,16.102,16.38,16.085,16.32,2453374,1.67326E+12,39895398.1,58857,1253192,20377623.98,0
1.67326E+12,16.319,16.591,16.259,16.391,3200836,1.67326E+12,52612756.89,76192,1588052,26108387.32,0
1.67326E+12,16.39,16.836,16.29,16.362,5409026,1.67327E+12,89521596.5,126476,2759859,45705621.12,0
1.67327E+12,16.361,16.443,16.254,16.354,3625592,1.67327E+12,59252327.84,60682,1804403,29490020.94,0
1.67327E+12,16.354,16.724,16.25,16.375,4512353,1.67327E+12,74308572.98,106195,2212340,36430212.13,0
1.67327E+12,16.376,16.5,16,16.464,5420939,1.67328E+12,88341083.59,123792,2629081,42861477.48,0
1.67328E+12,16.464,17.5,16.428,17.13,12770768,1.67328E+12,216637798.5,297670,6731867,114258309.7,0
1.67328E+12,17.129,17.364,16.707,16.772,6626420,1.67328E+12,113197399.4,160206,3281522,56075319.89,0
1.67328E+12,16.773,16.965,16.594,16.785,4396612,1.67329E+12,73812292.48,103899,2216163,37208794.81,0
1.67329E+12,16.785,16.951,16.412,16.496,4339427,1.67329E+12,72392670.36,104187,2144342,35769647.33,0
1.67329E+12,16.497,16.632,16.232,16.288,3596546,1.67329E+12,59143889.27,81932,1801862,29650330.2,0
1.67329E+12,16.288,16.488,16.086,16.381,4770582,1.6733E+12,77448462.22,116079,2318852,37661368.41,0
1.6733E+12,16.38,16.684,16.243,16.352,3284790,1.6733E+12,53961732.32,86127,1671137,27464103.34,0
1.6733E+12,16.353,16.58,16.306,16.321,1713661,1.67331E+12,28137732.74,44767,821086,13486000.08,0
1.67331E+12,16.322,16.331,16.013,16.253,2639907,1.67331E+12,42716179.56,69182,1268554,20529651.83,0
1.67331E+12,16.253,16.575,16.247,16.574,2466724,1.67331E+12,40535773.1,59646,1348186,22154855.9,0
1.67331E+12,16.574,16.586,16.144,16.227,2741915,1.67332E+12,44742914.18,63225,1242989,20285045.61,0
1.67332E+12,16.227,16.333,15.567,15.755,6337929,1.67332E+12,100528279.3,126481,2806127,44508701.18,0
1.67332E+12,15.755,16,15.69,15.969,2655314,1.67332E+12,42049512.44,59385,1381692,21884642.99,0
1.67332E+12,15.968,16.109,15.863,16.103,2669970,1.67333E+12,42689289.54,53344,1498552,23967106.68,0
1.67333E+12,16.103,16.183,15.971,16.174,3305471,1.67333E+12,53092983.73,67467,1726081,27731295.56,0
1.67333E+12,16.175,16.3,15.946,16.048,4062114,1.67333E+12,65456894.46,74595,1997080,32194123.26,0
1.67333E+12,16.048,16.1,15.87,15.893,2547971,1.67334E+12,40688505.13,51132,1239467,19796421.53,0
1.67334E+12,15.893,16.23,15.819,16.206,3551724,1.67334E+12,57023800.79,75249,1809018,29046597.14,0
1.67334E+12,16.205,16.352,16.094,16.15,3616755,1.67334E+12,58648755.08,71595,1751913,28416637.23,0
1.67334E+12,16.151,16.266,16.08,16.183,1327213,1.67335E+12,21472788.35,33662,639271,10342598.12,0
1.67335E+12,16.182,16.199,15.975,16.021,1628855,1.67335E+12,26197802.49,39724,687367,11054927.91,0
1.67335E+12,16.02,16.083,15.837,15.921,2838251,1.67336E+12,45259494.08,63351,1353801,21588041.3,0
1.67336E+12,15.922,16.037,15.805,15.94,2146140,1.67336E+12,34191254.33,47043,1042922,16615265.03,0
